Unnamed: 0,author,date,text,label,video,LF1,LF2,LF3,LF4,LF5,LF6,LF7,LF8,LF9,LF10,major_label
226,GX2re,2014-10-26T08:33:48,Katy Perry can't sing for shit. All i hear it autotune.ï»¿,0,2,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0
227,Julia Szefer,2015-06-05T18:13:30,Katty is the best! ! ! ! ï»¿,0,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0
228,Vincent Lenzi,2014-09-22T23:23:33,Free itunes $25 giftcard codes: http://shhort.com/a?r=OOCnjqU2bï»¿,1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1
229,WWWWWWWWWWWWWWWVWW,2014-10-13T06:57:57,she is horrible at acting. cringe-worhty.ï»¿,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
230,Martwy Karas,2014-11-07T19:33:46,Katy Perry's songs are the best of the songs of women artists.ï»¿,0,2,-1,-1,-1,-1,0,-1,-1,0,0,-1,0
231,Orfeu LUZ DO SOL,2014-10-12T07:23:27,She is a perfect wonder.....ï»¿,0,2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
232,randman21,2014-10-24T17:11:17,"I just realized that this verses in this song have the exact same melody as  the verses in ""Hey Ho"" by the Lumineers.ï»¿",0,2,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0
233,Mai Nguyá»,,,,,,,,,,,,,,,
n,2014-08-28T03:53:35,"help me click on the subscribe Mai Nguyen, thank youï»¿",1,2,-1,1,-1,-1,-1,-1,-1,0,-1,-1,0,
234,themind blasters,2014-10-29T19:39:38,plz subscribe to my channel i need subs and if you do i will sub back i  need helpï»¿,1,2,1,1,-1,1,-1,-1,-1,-1,-1,-1,1
235,LuckyMusiqLive,2014-10-30T17:58:18,this song gives me strength! love her lyrics. this video really brings the  lyrics to life. I'm getting known fast because i rap with meaning.. thumbs  up if you piss next to the water in the toilet so its quiet...ï»¿,1,2,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0
236,GGSCommunity,2014-09-07T22:36:24,"Like Gorlin-Goltz Syndrome Support Community, you are not alone. https://www.facebook.com/GorlinGoltzSupportï»¿",1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1
237,Kaida Tong,2014-09-19T19:25:33,"Since she is a feminist champion, why would she want to reinforce the  stereotype of girls being girly by painting the nails of an elephant that  probably wouldn't even appreciate it?ï»¿",0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
238,Alexander Mcdonald,2014-10-13T09:19:13,"Anyone Who LOVEs music , please go check out my youtube page and tell me  what you think . I just put a video up and will be doing more song. I'm  just trying to get myself started. Any love is much Appreciated ï»¿",1,2,1,-1,-1,1,0,1,-1,-1,-1,-1,1
239,Manuel Ortiz,2014-08-07T17:46:23,Nice! http://www.barnesandnoble.com/s/BDP?csrfToken=I9tIxe8cNkCosOqkEMGjLU5uwv6nSXSO&amp;sort=DD&amp;size=90&amp;csrftoken=89Iyec7nrWP5NYtnO5U7amhVmfLUtgGL&amp;dref=5094&amp;keyword=BDP&amp;store=EBOOK ï»¿,1,2,-1,-1,1,-1,-1,-1,0,-1,-1,0,0
240,Made2Falter,2014-09-09T23:55:30,"Check out our vids, our songs are awesome! And that I guarantee :)ï»¿",1,2,-1,-1,-1,-1,0,1,-1,-1,-1,0,0
241,Freya Questionmark,2014-10-21T13:50:47,"Good thing she brought her spray-on tan, hairstylist, makeup artist, and  cameraman.ï»¿",0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
242,maurice davis,2014-09-07T02:59:54,If she really did this there she's hardcoreï»¿,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
243,Danny Ly,2014-10-09T00:37:48,FREe ITunes Gift card http://shhort.com/a?r=x6J4gBrneï»¿,1,2,-1,-1,1,-1,-1,-1,-1,0,-1,0,0
244,adrianavargova,2014-10-29T09:46:20,"When I hear Katy singing this, I cry. The song has got depth.ï»¿",0,2,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0
245,big macintosh,2014-10-16T12:21:58,Wow she is sexy XDï»¿,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
246,Anders Lundgren,2014-11-07T18:08:44,"#nowplaying ""Weekendmix"" track 04 : Katy Perry - Roar (DJ Denis Shmelev &amp; DJ Alex Serov Remix) http://youtu.be/CevxZvSJLk8   Listen live at: www.smartfm.nl/livestream.htmlï»¿",1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0
247,Amana Amjad,2014-09-16T11:36:51,Awesum song!! Jus luv it!ï»¿,0,2,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0
248,Jamie Breedlove,2014-11-10T18:18:04, I love your music ï»¿,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
249,MrSlowGhost,2014-10-21T15:30:56,It should be illegal to be this goodlooking as this babe is...ï»¿,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
250,Jian Li,2014-09-16T07:45:05,"see it all, human folly right?ï»¿",0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
251,LuckyMusiqLive,2014-09-25T22:54:00,katy is beautiful. and this song is catchy. I'm a rapper with 25000  subscribers.. thumbs up if you hate when you take a shit and the water  splashes your ballsï»¿,1,2,-1,1,-1,-1,0,-1,-1,-1,-1,0,0
252,Marnell Ampungan,2014-11-09T13:43:04,Check out this video on YouTube:Facebook lhudygirlamaya ï»¿,1,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
253,Eder Rodriguez,2014-09-07T19:30:24,katy perry  just stop it and dont do a song i dont like itï»¿,0,2,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0
254,Veronica Kkk,2014-09-14T14:17:49,My telephone!ï»¿,0,2,1,-1,-1,-1,-1,-1,0,-1,-1,-1,1
255,Ghazwan Mattoka,2014-09-23T17:19:23,Nice songï»¿,0,2,-1,-1,-1,-1,0,-1,0,-1,-1,0,0
256,Mohammad Abdelhafez,2014-09-20T12:33:21,Hey guys subscribe to my channel for no reason! Please!..ï»¿,1,2,1,1,-1,1,-1,-1,-1,-1,-1,-1,1
257,o olek,2014-09-11T17:43:49,The great mother of the jungle. Sweet and natural. I like her videos.ï»¿,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
258,Rafael Macho Gonzalez Jr,2014-11-08T17:22:54,I love that you subscribedï»¿,1,2,-1,1,-1,-1,-1,-1,-1,-1,-1,0,0
259,Ashley Smith,2014-10-25T15:23:36,"Hey ! I know most people don't like these kind of comments &amp; see at spam,  but I see as free advertising . So please check out my cover of Sparks Fly  by Taylor Swift ! It is not the best ever I know, but maybe with some  encouraging words of wisdom from many of you I can become better! Please go  to my channel and check it out !ï»¿",1,2,1,-1,-1,1,-1,1,-1,-1,-1,0,1
260,Richard Valko,2014-09-07T15:01:49,Follow me watch my videos :) Follow me watch my videos :) Follow me watch  my videos :) Follow me watch my videos :) Follow me watch my videos :)  Follow me watch my videos :) Follow me watch my videos :)ï»¿,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
261,ali aydÄ±n,2014-10-25T16:59:02,I like you . Katy Perry 600â–²60â–²6â–²ï»¿,0,2,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0
262,Sam Klein,2014-08-31T03:52:29,"She named the tiger Kitty Purry  No, seriously, she did, check the video ï»¿",0,2,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0
263,Walker's.Enchanted.Music.Channel,2014-09-11T02:15:22,"i think they were drunk when they shot the first half of the video and then the sec on half comes in, and her boobs are magically bigger and  she's more beautiful suddenly, and the dude practically vanishes ï»¿",0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
264,Thalia Grace,2014-09-14T15:55:13,This comment will randomly get lot's of likes and replies for no reason. I  also like Jello. Strawberry jello.ï»¿,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
265,Tushti Chakraborty,2014-09-19T15:30:47,I &lt;3 Katy Perry!ï»¿,0,2,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0
266,Evin Alshamas,2014-08-12T05:20:24,Subscribe me pleaseï»¿,1,2,-1,1,-1,1,-1,-1,0,-1,-1,-1,1
267,Dana Nipper,2014-10-09T23:17:15,katy perry is awesomeï»¿,0,2,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
268,Jacky Chan,2014-11-08T14:17:38,For latest movies 2014 please visit this site  http://www.networkedblogs.com/p/11cPWb?ref=panoramaï»¿,1,2,-1,-1,1,1,-1,-1,-1,-1,-1,0,1
269,Nick M,2014-09-16T03:45:43,https://www.reverbnation.com/slicknick313/songsï»¿,1,2,-1,-1,1,-1,0,-1,0,-1,-1,-1,0
270,Flynn Rider,2014-08-20T19:04:01,Watch Maroon 5's latest 2nd single from V (It Was Always You) www.youtube. com/watch?v=TQ046FuAu00ï»¿,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
271,sarah fitzgerald,2014-09-20T07:43:50,Please subscribe every sub gets a shout out tell me what type of videos u  want and I will try make it happenï»¿,1,2,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1
272,fortune kitty52,2014-10-11T11:26:00,Since when has Katy Perry had her own YouTube channel?ï»¿,0,2,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0
273,Artady,2014-08-11T16:27:55,https://soundcloud.com/artady please check my stuff; and make some feedbackï»¿,1,2,1,-1,1,1,-1,-1,-1,-1,-1,-1,1
274,Ken Santiago,2014-09-11T15:05:08,Roar is without a doubt your best song...feel good song with a message for  everyone. Good job Katyï»¿,0,2,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0
275,Yonate,2014-10-28T17:22:33,Sign up for free on TSU and start making money on social media add/follow  me and ill add follow you!! http://tsu.co/Roberts9010ï»¿,1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0
276,Emily Thrun,2014-10-27T21:59:07,Put famous people in the jungle for an hour and look what happens.ï»¿,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
277,MeSoHornyMeLuvULongTime,2014-10-18T04:58:21,This video is so racist!!! There are only animals.ï»¿,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
278,haribo elf,2014-10-21T21:09:29,She is fitï»¿,0,2,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
279,Denzel Saimi,2014-10-26T08:38:36,I fucking hate her. Why? Because she don't write her songs she got  producers for that. Second why tha fack is she in every song almost nude  mayby because she's an attention hooker.ï»¿,0,2,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0
280,Michael Jurek,2014-11-02T13:37:06,I did a cover if u want to check it out THANK U.....Michael Age 8ï»¿,1,2,-1,-1,-1,-1,-1,1,-1,0,-1,-1,0
281,Buffo hrdfjiu,2014-09-13T17:48:14,"I really don't understand how this has 600 million views lol. I'm not  hating or anything, it's just confusing. ï»¿",0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
282,Hany Faisal,2014-09-22T10:08:17,my son love so muchï»¿,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1
283,citywok68,2014-09-20T03:45:12,Hey guys plz check out my youtube channel to c funny 2 girls 1 cup reaction  thanks and plz subscribe! Thanksï»¿,1,2,1,1,-1,1,-1,1,-1,-1,-1,0,1
284,Kathy L.,2014-09-08T01:03:41,In my opinion I think you look better with black hair then blond hair : )ï»¿,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
285,Aviel Haimov,2014-08-01T12:27:48,http://psnboss.com/?ref=2tGgp3pV6L this is the songï»¿,1,2,-1,-1,1,-1,0,-1,-1,-1,-1,-1,0
286,xhonavsky,2014-09-06T20:17:52,"I love this song, itÂ´s for empowering every woman :)  ""youÂ´re gonna hear me roar"" ;)ï»¿",0,2,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0
287,ikbal kemerkaya,2014-10-20T17:56:04,I LOVE YOU KATTY PERRY &lt;3 ï»¿,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
288,Yerki el duro,2014-09-03T11:29:56,Nicee!!sabrosura viva https://soundcloud.com/yerki-elinmigrante/yerki-myb-move-your-bodyï»¿,1,2,1,-1,1,-1,-1,-1,0,-1,-1,-1,1
289,Pyunghee,2014-07-27T01:57:16,http://www.billboard.com/articles/columns/pop-shop/6174122/fan-army-face-off-round-3 Vote for SONES please....we're against vips....please help us.. &gt;.&lt;ï»¿,1,2,1,-1,1,1,-1,-1,-1,-1,-1,-1,1
290,MB LOVE,2014-08-13T03:04:34,Subscribe to My CHANNELï»¿,1,2,1,1,-1,-1,-1,-1,0,-1,-1,-1,1
291,Chris Madzier,2014-10-29T01:23:19,Katy Perry - Roar (Official)  #soundsofsunday   #music  ï»¿,0,2,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0
292,Soundhase,2014-08-19T18:59:38,Hi Guys! check this awesome EDM &amp; House mix :) thanks a lot..  https://soundcloud.com/soundhase/edm-house-mix-2ï»¿,1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0
293,Amanda C,2014-10-05T23:21:13,Awesome video this is one of my favorite  songsðŸ˜€ðŸ˜€ðŸ˜€ðŸ˜€ðŸ˜€ðŸ˜€ðŸ˜€â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸ðŸ’ŽðŸ’ŽðŸ’ŽðŸ’ŽðŸ’ŽðŸ’„ðŸ’„ðŸ’„ðŸ’„ðŸ’‹ðŸ’‹ðŸ’‹ðŸ’‹ï»¿,0,2,1,-1,-1,-1,0,-1,-1,-1,-1,0,0
294,Deepty Awasthy,2014-10-07T03:41:31,"The song is very good ...but the video makes no sense...just a nonsense  video...I mean she is telling her story of being stuck on an island, but  the song doesn't fit in the situation...but nvm...The song is goodï»¿",0,2,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0
295,Frank co,2014-08-30T11:00:35,http://www.bubblews.com/news/6401116-vps-solutionsï»¿,1,2,-1,-1,1,-1,-1,-1,0,-1,-1,-1,1
296,Pettrus Ortega,2014-09-18T11:35:49,"THIS IS A COMPETITION TO MEET MY IDOLS, IT WOULD MEAN SO MUCH IF YOU GUYS  WILL LIKE THIS PIC ON IG! http://instagram.com/p/smZdivopxb/ï»¿",1,2,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1
297,Patricia  Reyes,2014-10-23T05:24:14,I love the song roar it make me think am fill the wayï»¿,0,2,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0
298,Charles Breheny,2014-10-25T15:55:59,Www.youniqueproducts.com/joannagordon Younique by Joanna Gordon www.youniqueproducts.comï»¿,1,2,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0
299,Boshra Abdrhman,2014-10-29T09:53:12,Love itï»¿,0,2,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
300,Cem DevecioÄŸlu devecioÄŸlu,2014-11-10T16:14:20,Hii youtubeï»¿,0,2,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
301,Shane Lumsden,2014-09-23T10:42:34,Where did she find all that make up in a freakin jungle?!ï»¿,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
302,Rahul Thorat,2014-09-09T11:26:50,You gonna hear me ROARRRR.....ï»¿,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
303,Free Fire,2014-11-08T05:02:26,"Hey Guys, I know you tend to skip these comments, but Take a look first.  I am Free Fire, A Big Room, Progressive House, Deep House, Dubstep &amp;  Chillstep Producer from a small town in Missouri. Down here, I have no  support from the community, and all I really ask is some critiquing,  Support, and Views.   My Music has gotten much better then what it was 10 months ago, and I  promise my new content should be more then satisfying. Soon I should be  able to advertise and I wont pester you guys anymore.  So gimme a chance and check out my music, thanks and god bless.ï»¿",1,2,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
304,Ronnie Cromer,2014-09-24T14:45:16,"You are all sheep, period. This is terrible music.ï»¿",0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
305,makayla Yarborough,2014-11-10T17:00:11,I love this song!!!ï»¿,0,2,-1,-1,-1,-1,0,-1,0,-1,-1,0,0
306,youngj,2014-10-29T11:28:58,People who believe in Illuminati are stupid the same people believe that  911 was made by the American governmentï»¿,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
307,Ramen Noodles,2014-09-22T05:28:44,"She's got it all. Incredible voice, extremely hot, nice titsï»¿",0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
308,Feredea SJ,2014-10-13T09:03:58,"I love katy fashions tiger, care to visit my blog sinar jahitan  I also have the tiger collections tqvmï»¿",1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
309,Mauro Tricolor,2014-10-30T20:43:47,http://minhateca.com.br/mauro-sp2013/Filmes+Series+Desenhos+Animes+Mp3+etcï»¿,1,2,-1,-1,1,-1,-1,-1,0,-1,-1,-1,0
310,Aemon Sevker,2014-09-07T19:34:29, GO TO MY CHANNEL and check out my written songsï»¿,1,2,1,-1,-1,-1,0,1,-1,-1,-1,-1,1
311,Bader Awesome,2015-06-05T18:21:28,That was very good I mean very very much good ï»¿,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
312,Romix &amp; Muffy,2014-09-27T19:10:39,NOKIA spottedï»¿,0,2,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
313,caleb owczarzak,2014-09-09T22:35:25,This looks so fun and it's a good songï»¿,0,2,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0
314,OFFICIAL LEXIS,2014-11-04T20:24:58,Hi everyone! Do you like music? Then why not check out my music channel.  The LEXIS band will be uploading their own songs and covers soon so don't  miss out. Please SUBSCRIBE too as it does help us out a lot. Just takes one  click. -&gt;ï»¿,1,2,1,1,-1,1,0,1,-1,-1,-1,0,1
315,Rolando Viray,2014-09-16T07:11:53,This Song Was Good Until It Got Overplayed The Hell Out Of On Radioï»¿,0,2,-1,-1,-1,-1,0,-1,-1,0,-1,0,0
316,Rick Casse,2014-10-15T05:00:50,VOTE FOR KATY FOR THE EMAs! #KATYCATS  http://tv.mtvema.com/artists/katy-perry/i38xh1ï»¿,1,2,-1,-1,1,-1,-1,-1,-1,0,-1,-1,1
317,Sanfermuebles Muebles,2014-10-03T19:58:57,https://www.facebook.com/profile.php?id=100007085325116ï»¿,1,2,-1,-1,1,-1,-1,-1,0,-1,-1,-1,0
318,MyNameIs Leah,2014-09-13T12:27:00,"Hey guys!  Can you please SUBSCRIBE to my channel,because I'm gonna filming a video so  hope you guys like it and thank you so much for you're support! Xoxo,Leah!  &lt;3 ï»¿",1,2,1,1,-1,1,-1,-1,-1,-1,-1,-1,1
319,roflcopter2110,2014-09-19T23:15:14,http://thepiratebay.se/torrent/10626835/The.Expendables.3.2014.DVDSCR.Xvid-DiNGO ï»¿,1,2,-1,-1,1,-1,-1,-1,0,-1,-1,-1,1
320,Nadeen Efein,2014-10-01T21:15:49,hi beaties! i made a new channel please go check it out and subscribe and  enjoy!ï»¿,1,2,-1,1,-1,1,-1,1,-1,-1,-1,-1,1
321,DIIL GANG,2015-06-04T19:02:10,http://www.ermail.pl/dolacz/UnNfY2I=                  Please click on the  linkï»¿,1,2,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1
322,TheParkourGamingPotato,2014-09-10T22:58:23,subscribe to meï»¿,1,2,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0
323,moaz adnan,2015-06-05T20:01:23,who is going to reach the billion first : katy or taylor ?ï»¿,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
324,Angie Sivrikozi,2014-08-27T21:12:48,"Its a good song and i like her video clip, because its a bout a girl that  her airplane crashed on a land far far away... and she found the way to  survive! And i love the pet tiget too( Kitty Purpy) lol :Dï»¿",0,2,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0
325,Erica Ross,2014-07-27T02:51:43,"Hey guys! Please join me in my fight to help abused/mistreated animals! All  fund will go to helping pay for vet bills/and or helping them find homes! I  will place an extra emphasis on helping disabled animals, ones otherwise  would just be put to sleep by other animal organizations. Donate please. http://www.gofundme.com/Angels-n-Wingzï»¿",1,2,1,-1,1,1,-1,-1,-1,-1,-1,-1,1
326,Paul Lewis,2014-11-07T15:05:25,"""....because I AM a champion...and you're gonna hear me roar!""   Today I AM my own champion  Today I AM a champion for the Creator  Today I AM doing positive in my world Today I AM blessing and healing all around me Today I AM successful and  creating success  ï»¿",0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1
327,Paola Zelaya Deras,2014-11-07T01:17:29,This song is so AWESOME!!!She made everything stand out and all the viewers  could imagine themselves at the setting of the video. Awesome Job Katy  Perry!!!!ï»¿,0,2,-1,-1,-1,-1,0,-1,-1,-1,0,0,0
328,Sofia Aristizabal,2014-09-09T00:43:52,"I loved, she is amazing.. OMG your eyes*_*ï»¿",0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
329,uranium 239,2014-10-13T16:22:59,"blue eyes, can't be trusted.  uranus bless america.ï»¿",0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
330,Destiny Cable,2015-06-05T03:33:16,PLEASE VOTE FOR ME FOR THE WET SEAL MODEL 2015 CONTEST! MY INSTAGRAM  USERNAME IS destinyforever_  http://www.wetseal.com/modelsearch15/modelsearch15.htmlï»¿,1,2,1,-1,1,1,-1,-1,-1,-1,-1,-1,1
331,Hude Deni,2014-10-25T08:13:25,HAPPY BIRTHDAY KATY :) http://giphy.com/gifs/birthday-flowers-happy-gw3JY2uqiaXKaQXS/fullscreen  (ThatÂ´s not me)ï»¿,1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0
332,Peter Wilkes,2014-09-15T15:48:57,"really want this video to get 1 billion views, would be amazing!ï»¿",0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
333,FreexGaming,2014-10-18T08:12:26,want to win borderlands the pre-sequel? check my channel :)ï»¿,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1
334,zeynep saka,2014-08-23T05:58:47,I #votekatyperry for the 2014 MTV #VMA Best Lyric Video! See who's in the  lead and vote:  http://on.mtv.com/Ut15kXï»¿,1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1
335,blondedbythelight703,2014-09-09T20:36:30,She's an old Whore!ï»¿,0,2,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0
336,Littleprincess,2014-08-31T21:50:57,Perfect! &lt;3ï»¿,0,2,-1,-1,-1,-1,-1,-1,0,-1,0,0,0
337,Chris Madzier,2014-09-16T22:50:28,Your going to hear me Roar !!!! :-))))   #soundsofsunday ï»¿,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
338,Alanoud Alsaleh,2014-09-15T18:27:56,"I started hating Katy Perry after finding out that she stole all of the  ideas on her videos  from an old comic book. Yet, her music is catchy. ï»¿",0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
339,ENZOxDV9,2014-09-12T19:45:34,"this video is very inaccurate, a tiger would rip her face ofï»¿",0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
340,nanaIAMNANA,2014-10-18T12:41:41,Hi! I would appreciate it if you all could help to like this poster on  Facebook:  https://www.facebook.com/nyghdramafest2014/photos/a.333608120156973.1073741830.327568907427561/333607726823679/?type=3&amp;theater ï»¿,1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1
341,Rajesh Bhat,2014-10-15T05:15:27,"My honest opinion. It's a very mediocre song. Nothing unique or special  about her music, lyrics or voice. Nothing memorable like Billie Jean or  Beat It. Before her millions of fans reply with hate comments, i know this  is a democracy and people are free to see what they want. But then don't I  have the right to express my opinion? Please don't reply with dumb comments  lie ""if you don't like it don't watch it"". I just came here to see what's  the buzz about(661 million views??) and didn't like what i saw. OK?ï»¿",0,2,1,-1,-1,1,0,-1,-1,-1,-1,0,1
342,Ricky Smith,2014-09-07T02:43:55,This song makes me want to drink bleachï»¿,0,2,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0
343,Nathan Waterhouse,2014-09-16T14:21:04,Please check out my acoustic cover channel :) thanks ï»¿,1,2,1,-1,-1,1,-1,1,-1,-1,-1,0,1
344,bea boots,2014-09-14T12:42:56,great song you go katy!ï»¿,0,2,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0
345,MÃ¤ttr Valleni,2014-09-10T21:38:12,https://m.facebook.com/story.php?story_fbid=764484966942313&amp;id=754989901225153&amp;ref=stream  gfï»¿,1,2,-1,-1,1,-1,-1,-1,0,-1,-1,-1,1
346,maddog1431,2014-08-12T18:38:42,Check out my covers I have a video coming out  please subscribeï»¿,1,2,1,1,-1,1,-1,1,-1,-1,-1,-1,1
347,Fredrik Jonsson,2014-10-19T16:07:16,Thank you KatyPerryVevo for your instagram likes @axeljonssonsï»¿,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
